	FID	ID	FIELD	OID_1	YLD00	YLD01	YLD02	YLD03	AVGYLD	ELE	SLOPE	CURV	PRO	PLAN	EC_SH	EC_DP	BAND1	BAND2	BAND3	BAND4	VI00_520	VI00_528	VI00_613	VI00_707	VI00_715	VI00_723	VI00_816	VI00_824	VI00_901	VI00_917	VI01_616	VI01_624	VI01_710	VI01_827	VI01_912	VI02_518	VI02_526	VI02_619	VI02_713	VI02_721	VI02_830	VI02_907	VI02_923	VI03_505	VI03_529	VI03_606	VI03_622	VI03_724	VI03_825	VI03_926	STD00	STD01	STD02	STD03	CV	M3_00	M3_01	M3_02	M3_03	M3_AV	CL_AV	CL_00	CL_01	CL_02	CL_03
440	440	4014	C29	4013	888.7999877999998	1056.3000488	1092.6999512	952	997.5999756000001	1079.83	0.0752	0.005245	-0.002165	0.003081	21.0	36.0	88	78	107	73	-0.2055	-0.2171	-0.1765	0.0917	0.1915	0.2828	0.4465	0.38	0.076	-0.0826	-0.2018	-0.1885	-0.0522	0.3403	0.1741	-0.211618257	-0.22727272699999998	-0.201716738	-0.030042918	0.04040404	0.32972973	0.173652695	-0.03030303	-0.044585987	-0.23420074300000002	-0.165714286	-0.16167664699999998	0.020408163	0.081081081	0.032967033	1.03	0.86	1.02	1	0.083	3.0	3.0	3.0	3.0	3.0	1.0	1.0	3.0	3.0	3.0
441	441	4015	C29	4014	844.2000122000002	1023.9000243999999	1110.9000244000001	957	984.0	1079.78	0.0975	0.00137	-6.8e-05	0.001302	23.1000004	37.2000008	86	78	105	73	-0.1916	-0.2062	-0.1902	0.0977	0.1915	0.3026	0.443	0.3636	0.0795	-0.0909	-0.2072	-0.1901	-0.0351	0.3264	0.194	-0.21666666699999998	-0.23018867899999998	-0.21702127699999998	-0.008849558	0.030612245	0.38043478299999994	0.16167664699999998	-0.064676617	-0.044585987	-0.22727272699999998	-0.162790698	-0.156626506	0.0050251259999999996	0.094594595	0.062146892999999995	0.98	0.83	1.04	1	0.097	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0
442	442	4016	C29	4015	854.0	999.9000243999999	1116.3000488	827	949.2999877999998	1079.73	0.1126	0.000763	-0.001403	-0.00064	22.3999996	38.2000008	84	78	107	73	-0.1959	-0.2031	-0.1852	0.0791	0.2	0.2995	0.4323	0.269	0.0108	-0.0909	-0.2018	-0.1837	-0.0306	0.3438	0.1859	-0.21008403399999998	-0.23018867899999998	-0.212121212	-0.017391304	0.050505050999999995	0.387978142	0.18292682899999999	-0.051020407999999996	-0.057324840999999994	-0.229007634	-0.164705882	-0.163636364	-0.004975124	0.094594595	0.038251366	0.99	0.81	1.04	1	0.103	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0
443	443	4017	C29	4016	740.7000122000001	1099.3000488	1195.5999755999999	885	980.2000122000002	1079.67	0.1056	-0.000358	0.000809	0.000451	22.8999996	36.5999985	82	79	103	71	-0.1916	-0.2016	-0.1902	0.0748	0.1957	0.2821	0.4581	0.2222	0.0674	-0.0741	-0.2018	-0.1784	0.0	0.4011	0.2755	-0.205128205	-0.22433460100000002	-0.212121212	0.0044444440000000005	0.056410256	0.4	0.23636363600000002	-0.020833333	-0.081761006	-0.231939163	-0.169590643	-0.155279503	-0.004975124	0.109589041	0.06741573	0.86	0.89	1.11	1	0.112	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
444	444	4018	C29	4017	805.7999877999999	1269.8000488	1285.1999512	956	1079.1999512	1079.63	0.093	0.000708	0.000819	0.001527	22.0	35.0	84	78	103	72	-0.193	-0.2016	-0.1975	0.0755	0.1957	0.2953	0.4872	0.2995	0.092	-0.0654	-0.2018	-0.1784	0.0	0.4526	0.3229	-0.20689655199999998	-0.212355212	-0.21238938100000002	0.004524887	0.08808290199999999	0.457446809	0.301204819	0.021505376	-0.070967742	-0.23552123600000002	-0.154761905	-0.15	0.016042781000000002	0.15862069	0.111111111	0.93	1.03	1.2	1	0.112	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
445	445	4019	C29	4018	828.4000244	1231.0999755999999	1307.0999755999999	983	1087.3000488	1079.59	0.0531	-0.002694	0.003619	0.000926	20.8999996	34.0999985	82	77	102	69	-0.2	-0.2016	-0.1875	0.0857	0.2444	0.3131	0.5125	0.3711	0.1446	-0.0476	-0.2018	-0.175	-0.0046	0.5106	0.3838	-0.2	-0.215686275	-0.207207207	0.04109589	0.13368984	0.474226804	0.348837209	0.07777777799999999	-0.064935065	-0.23320158100000002	-0.156626506	-0.15032679699999998	0.011764706000000002	0.15862069	0.173652695	0.96	1.0	1.22	1	0.114	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
446	446	4020	C29	4019	822.0999756	1189.6999512	1295.0	1041	1086.8000488	1079.58	0.0329	0.002398	-0.001321	0.001077	22.7000008	36.5999985	82	77	93	68	-0.1756	-0.2032	-0.1899	0.0971	0.2472	0.3789	0.5094	0.3949	0.131	-0.0377	-0.2	-0.1784	0.0093	0.4611	0.3093	-0.198237885	-0.20784313699999998	-0.2	0.037383177999999996	0.141304348	0.453608247	0.33734939799999997	0.076923077	-0.064102564	-0.225806452	-0.160493827	-0.14285714300000002	0.011764706000000002	0.152777778	0.14619883	0.95	0.97	1.21	1	0.126	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
447	447	4021	C29	4020	681.7000122000001	1087.5	1258.6999512	1053	1020.2000122000002	1079.57	0.0346	-0.000763	-0.000712	-0.001475	24.8999996	37.0999985	82	74	97	67	-0.1815	-0.208	-0.1925	0.0748	0.2265	0.3263	0.4839	0.3266	0.0674	-0.0654	-0.2055	-0.1833	-0.0224	0.4286	0.3085	-0.19819819800000002	-0.22352941199999998	-0.20535714300000002	0.013824885	0.079365079	0.416216216	0.260606061	0.049723757	-0.080745342	-0.23320158100000002	-0.153374233	-0.15789473699999998	0.017751479	0.131034483	0.17857142899999998	0.79	0.88	1.17	1	0.189	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
448	448	4022	C29	4021	729.0999756	1103.9000244000001	1228.4000244000001	1133	1048.5999756	1079.56	0.0378	0.001853	-0.001081	0.000772	24.3999996	36.7999992	82	76	96	68	-0.1841	-0.2063	-0.1975	0.0841	0.2135	0.3441	0.4323	0.299	0.016	-0.0991	-0.2072	-0.1885	-0.0311	0.3978	0.1683	-0.198237885	-0.223076923	-0.205240175	-0.013574661000000002	0.052083332999999996	0.41798941799999995	0.269461078	0.038251366	-0.087719298	-0.23255814	-0.154761905	-0.148648649	0.011764706000000002	0.109589041	0.152542373	0.84	0.9	1.15	1	0.189	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
449	449	4023	C29	4022	668.2999877999999	1011.2999877999998	946.4000243999999	1032	914.5	1079.56	0.0656	0.016318	-0.010077	0.00624	22.0	33.299999199999995	80	75	98	69	-0.2113	-0.2109	-0.1856	0.0977	0.2	0.2698	0.3718	0.1584	-0.0154	-0.1092	-0.2018	-0.1935	-0.0517	0.3656	0.1741	-0.205240175	-0.22727272699999998	-0.20689655199999998	-0.034782609	0.056410256	0.34408602200000005	0.15789473699999998	-0.045685279	-0.081967213	-0.23018867899999998	-0.165714286	-0.15584415599999998	0.023255814	0.144827586	0.101123596	0.77	0.82	0.88	1	0.155	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
450	450	4024	C29	4023	724.0	1007.7999877999998	929.5	1095	939.0	1079.5	0.2229	0.014237	-0.012574	0.001663	20.8999996	34.0999985	84	73	104	72	-0.2	-0.2126	-0.1647	0.1041	0.1852	0.2698	0.3718	0.1443	-0.0206	-0.1092	-0.2	-0.192	-0.0306	0.3757	0.1863	-0.20535714300000002	-0.23595505600000002	-0.215189873	-0.067226891	0.056410256	0.279569892	0.134502924	-0.08737864099999999	-0.09473684199999999	-0.23636363600000002	-0.170454545	-0.157232704	0.058139535	0.11409396	0.072625698	0.84	0.82	0.87	1	0.17	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0
451	451	4025	C29	4024	709.4000244	1030.9000244	962.9000243999999	1015	929.5999756000001	1079.38	0.3421	0.004936	-0.005287	-0.000351	20.2000008	43.2999992	84	76	108	72	-0.215	-0.2129	-0.1609	0.0973	0.2432	0.2718	0.4133	0.1415	-0.0251	-0.1073	-0.2052	-0.2143	-0.0303	0.3613	0.1765	-0.209090909	-0.229007634	-0.214876033	-0.159533074	-0.037735849	0.296089385	0.09604519800000001	-0.062801932	-0.109947644	-0.247311828	-0.17127071800000002	-0.164705882	0.069767442	-0.006289308	0.071038251	0.82	0.84	0.9	1	0.128	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0
452	452	4026	C29	4025	814.5	929.7999877999998	1016.9000243999999	959	929.9000243999999	1079.21	0.4246	0.003025	-0.002662	0.000363	21.7999992	41.0	88	84	120	79	-0.2222	-0.2121	-0.1543	0.0165	0.1958	0.2718	0.3671	0.1748	0.0693	-0.0655	-0.2	-0.1968	-0.0342	0.3065	0.0558	-0.196261682	-0.218604651	-0.221311475	-0.130434783	0.024875622000000003	0.16751269	0.015706806	-0.069767442	-0.182692308	-0.247311828	-0.18888888899999998	-0.177664975	0.011111111000000002	-0.073170732	0.042553191	0.94	0.76	0.95	1	0.117	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0
453	453	4045	C29	4044	714.5999756	1005.5	981.4000243999999	1034	933.9000243999999	1079.91	0.1231	0.0018	0.000771	0.002571	17.7999992	39.9000015	88	82	108	76	-0.2138	-0.2078	-0.1882	0.1527	0.12	0.2105	0.2346	0.3659	0.0111	-0.0811	-0.2054	-0.1967	-0.0563	0.3368	0.1553	-0.2	-0.21739130399999998	-0.18840579699999999	-0.00456621	0.054726368	0.09826589599999999	0.066666667	-0.069306931	-0.064102564	-0.22605364	-0.18435754199999999	-0.05521472400000001	-0.010309278	0.006711409000000001	0.038251366	0.83	0.82	0.91	1	0.139	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0
454	454	4046	C29	4045	757.7000122000001	1066.9000244	996.9000243999999	1030	962.9000243999999	1079.85	0.0992	-0.005504	0.002827	-0.002677	19.1000004	44.0	90	83	108	76	-0.2098	-0.2078	-0.1792	0.0826	0.172	0.2653	0.3292	0.404	0.033	-0.0727	-0.2018	-0.1784	-0.0435	0.3231	0.1292	-0.21138211399999998	-0.213483146	-0.205128205	-0.00877193	0.065989848	0.217877095	0.117647059	-0.034482759	-0.064102564	-0.233576642	-0.175141243	-0.090909091	0.015075377	0.083333333	0.02173913	0.88	0.87	0.93	1	0.111	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0
455	455	4047	C29	4046	660.9000244	1049.5	964.4000243999999	964	909.7999877999998	1079.81	0.0764	-0.00205	0.000175	-0.001875	21.8999996	39.7000008	84	80	108	74	-0.2056	-0.2078	-0.1908	0.0818	0.1937	0.3089	0.3789	0.3663	0.0276	-0.0909	-0.2108	-0.1784	-0.0431	0.2995	0.1333	-0.21138211399999998	-0.23595505600000002	-0.21702127699999998	-0.017391304	0.06122449	0.290322581	0.144508671	-0.035175879	-0.038961038999999996	-0.23636363600000002	-0.165714286	-0.16167664699999998	0.015384615	0.075862069	0.032967033	0.76	0.85	0.9	1	0.117	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0
456	456	4048	C29	4047	672.7000122000001	996.7000122000002	929.7999877999998	903	875.5999756000001	1079.78	0.0801	0.0047	-0.001491	0.003209	22.7000008	38.9000015	86	78	108	73	-0.2083	-0.1984	-0.1737	0.0818	0.1937	0.2893	0.3836	0.31	0.0109	-0.0909	-0.2072	-0.1833	-0.0476	0.3161	0.1626	-0.20661157	-0.209125475	-0.21702127699999998	-0.008849558	0.051546392	0.363128492	0.129411765	-0.030927835	-0.051282050999999995	-0.235294118	-0.162790698	-0.171597633	0.01010101	0.095890411	0.062146892999999995	0.78	0.81	0.87	1	0.088	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0
457	457	4049	C29	4048	643.5	973.0999756000001	974.4000243999999	933	880.9000243999999	1079.73	0.0924	0.00422	-0.000143	0.004077	23.1000004	38.2999992	82	77	103	73	-0.2	-0.2078	-0.1807	0.0833	0.2	0.3057	0.3797	0.241	0.0053	-0.0893	-0.2018	-0.1818	-0.0593	0.3438	0.1584	-0.211618257	-0.23595505600000002	-0.21030042899999998	-0.026086957	0.051546392	0.370165746	0.163636364	-0.040816327	-0.051282050999999995	-0.233082707	-0.169590643	-0.155279503	0.025380711	0.08965517199999999	0.04395604400000001	0.74	0.79	0.91	1	0.121	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0
458	458	4050	C29	4049	724.0	1089.5	1042.6999512	950	951.5	1079.69	0.0876	0.003188	-0.000975	0.002213	24.7000008	38.5999985	80	81	103	71	-0.1944	-0.2078	-0.2	0.0935	0.1852	0.2923	0.3797	0.2347	0.0326	-0.0826	-0.2018	-0.1784	-0.0044	0.3789	0.202	-0.21666666699999998	-0.21509434	-0.21551724100000003	0.0	0.066666667	0.36956521700000006	0.2	-0.005291005	-0.050632910999999996	-0.231939163	-0.162790698	-0.155279503	0.020408163	0.10204081599999999	0.072625698	0.84	0.89	0.97	1	0.084	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
459	459	4051	C29	4050	751.5999756	1216.9000244000001	1130.1999512	1042	1035.0999756	1079.64	0.0884	0.000191	0.00028	0.00047	23.0	35.9000015	82	77	101	68	-0.1944	-0.2016	-0.2	0.0704	0.1915	0.3163	0.4304	0.299	0.0726	-0.0654	-0.2018	-0.1837	-0.0218	0.4375	0.3057	-0.2	-0.212355212	-0.21052631600000002	0.0044444440000000005	0.10526315800000001	0.40740740700000005	0.26506024100000003	0.043478261	-0.0625	-0.23076923100000002	-0.172413793	-0.155279503	0.016574586000000002	0.131034483	0.113636364	0.87	0.99	1.05	1	0.11	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
460	460	4052	C29	4051	771.0	1260.5	1216.4000244000001	1010	1064.3000488	1079.6	0.0521	-0.003147	0.002488	-0.000659	22.1000004	37.0999985	84	74	99	68	-0.1916	-0.2016	-0.1951	0.066	0.2265	0.3402	0.5032	0.3438	0.1214	-0.0556	-0.2	-0.1833	0.0233	0.4603	0.3333	-0.19658119699999999	-0.233716475	-0.20535714300000002	0.004484305	0.100529101	0.439153439	0.312883436	0.076923077	-0.051282050999999995	-0.240310078	-0.164705882	-0.15584415599999998	0.035714286	0.13888888900000002	0.11627907	0.89	1.03	1.13	1	0.105	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
461	461	4053	C29	4052	659.2999877999999	1262.0999755999999	1157.1999512	1066	1036.0999756	1079.59	0.0449	-1.2e-05	0.000236	0.000224	24.0	38.2999992	82	76	93	70	-0.1844	-0.2033	-0.1847	0.0711	0.2265	0.3196	0.5032	0.3264	0.0971	-0.0507	-0.2074	-0.1918	-0.018	0.4574	0.3026	-0.194805195	-0.22178988300000002	-0.20535714300000002	-0.004484305	0.07853403099999999	0.44897959200000004	0.251533742	0.071823204	-0.075949367	-0.22352941199999998	-0.160493827	-0.15032679699999998	0.036144578	0.125	0.141176471	0.76	1.03	1.08	1	0.171	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
462	462	4054	C29	4053	774.5999756	1109.4000244000001	1053.1999512	1037	993.5999756000001	1079.57	0.048	0.007139	-0.004852	0.002287	24.3999996	38.5	82	73	100	67	-0.2057	-0.2222	-0.2	0.0308	0.2198	0.2462	0.451	0.2929	0.043	-0.0679	-0.2072	-0.177	-0.0311	0.3478	0.2308	-0.2	-0.233716475	-0.20704845800000002	0.0	0.090909091	0.36956521700000006	0.16867469899999998	-0.010526316	-0.075949367	-0.233716475	-0.153374233	-0.14285714300000002	0.041916168	0.054054054000000004	0.151162791	0.9	0.9	0.98	1	0.104	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
463	463	4055	C29	4054	694.4000244	1050.4000244	1080.1999512	1077	975.4000243999999	1079.55	0.1041	0.007033	-0.007042	-8e-06	23.1000004	39.5	86	74	95	68	-0.2071	-0.2126	-0.1856	-0.0252	0.235	0.19	0.4737	0.2663	-0.0102	-0.0925	-0.2018	-0.1951	-0.0222	0.3228	0.17	-0.2	-0.22605364	-0.20689655199999998	-0.022026432000000002	0.057591623	0.35483871	0.099415205	-0.045685279	-0.072289157	-0.239543726	-0.154761905	-0.14285714300000002	0.035714286	-0.01910828	0.151162791	0.8	0.85	1.01	1	0.163	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
464	464	4056	C29	4055	607.0999756	971.9000243999999	858.0	995	857.9000243999999	1079.51	0.1984	0.010095	-0.008697	0.001398	22.2999992	40.2000008	88	77	103	68	-0.214	-0.2218	-0.1786	0.0568	0.1828	0.291	0.321	0.2	-0.0718	-0.144	-0.2054	-0.2097	-0.0431	0.3161	0.108	-0.205240175	-0.22727272699999998	-0.201716738	-0.069565217	-0.04950495	0.229166667	-0.022222222000000003	-0.067961165	-0.09604519800000001	-0.23134328399999998	-0.172413793	-0.13483146099999999	0.017751479	0.066666667	0.083798883	0.7	0.79	0.8	1	0.165	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
465	465	4057	C29	4056	740.7999877999999	1022.0999756000001	940.2000122000002	1114	954.2000122000002	1079.41	0.3102	0.002682	-0.002472	0.00021	20.2000008	41.7000008	96	86	116	78	-0.2083	-0.2131	-0.1724	0.0	0.2366	0.2589	0.4437	0.165	-0.0345	-0.1149	-0.2155	-0.2097	-0.0345	0.2673	0.1667	-0.21030042899999998	-0.23018867899999998	-0.21008403399999998	-0.152542373	-0.168141593	0.07216494799999999	0.039548023	-0.10185185199999999	-0.10869565199999999	-0.240875912	-0.175141243	-0.130952381	0.058823529000000006	-0.025316456	0.048648649	0.86	0.83	0.88	1	0.173	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0
466	466	4075	C29	4074	780.2000122000001	1072.1999512	1064.8000488	936	963.2000122000002	1079.8	0.0801	-0.001471	0.000902	-0.00057	20.8999996	43.4000015	98	91	117	76	-0.2098	-0.2112	-0.1728	0.0748	0.1979	0.2632	0.3789	0.3168	0.0383	-0.0727	-0.2072	-0.188	-0.0563	0.2887	0.125	-0.192825112	-0.21969697	-0.212121212	-0.042253520999999995	0.010309278	0.011494253000000001	0.151515152	-0.08	-0.070967742	-0.22448979600000002	-0.172413793	-0.141104294	0.014925373	0.053333333	0.037433155	0.9	0.87	0.99	1	0.068	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0
467	467	4076	C29	4075	681.2000122000001	1042.3000488	954.9000243999999	950	907.0	1079.76	0.0821	-0.003192	-0.00029	-0.003482	21.5	48.2999992	84	81	113	74	-0.2042	-0.2063	-0.1696	0.0599	0.2042	0.2653	0.434	0.31	0.0497	-0.0727	-0.2	-0.1915	-0.048	0.3016	0.1584	-0.20661157	-0.23134328399999998	-0.21551724100000003	-0.044642857	0.051546392	0.336898396	0.151515152	-0.069306931	-0.070967742	-0.234375	-0.162790698	-0.132075472	0.015075377	0.072847682	0.054347825999999995	0.79	0.85	0.89	1	0.102	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0
468	468	4077	C29	4076	741.5999756	924.5999756000001	908.2000122000002	958	883.0	1079.72	0.0786	-0.007262	0.001918	-0.005343	22.0	43.0999985	86	80	109	74	-0.1958	-0.2078	-0.1765	0.0748	0.2128	0.285	0.4805	0.1856	0.043	-0.0727	-0.2	-0.178	-0.0522	0.2775	0.133	-0.211618257	-0.23134328399999998	-0.212121212	-0.021645022000000003	0.046632124000000004	0.36612021899999997	0.158536585	-0.030927835	-0.045751634000000006	-0.24444444399999998	-0.179190751	-0.13924050599999999	0.03030303	0.060402685	0.038674033	0.86	0.75	0.85	1	0.121	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0
469	469	4078	C29	4077	694.5	982.0999756000001	909.5	1015	900.2000122000002	1079.69	0.0799	-0.005091	0.000418	-0.004673	23.6000004	43.4000015	84	82	112	76	-0.1958	-0.2078	-0.1905	0.0698	0.2128	0.2653	0.4615	0.1856	0.0267	-0.0762	-0.2072	-0.195	-0.0603	0.3814	0.1919	-0.21810699600000003	-0.22556391	-0.21030042899999998	-0.00877193	0.066666667	0.35869565200000003	0.148148148	-0.020833333	-0.051282050999999995	-0.23018867899999998	-0.169590643	-0.13924050599999999	0.03030303	0.04	0.07344632799999999	0.8	0.8	0.85	1	0.144	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0
470	470	4079	C29	4078	658.0999756	1076.5999755999999	1041.4000244	1057	958.2000122000002	1079.65	0.1085	-0.008133	0.002959	-0.005174	23.5	44.0	88	84	111	76	-0.2096	-0.2063	-0.1905	0.0884	0.2128	0.3163	0.4839	0.2589	0.0481	-0.0762	-0.1946	-0.173	-0.0354	0.4362	0.2261	-0.206751055	-0.229007634	-0.21739130399999998	0.009009009	0.07853403099999999	0.362637363	0.146341463	-0.020833333	-0.051282050999999995	-0.23880597	-0.169590643	-0.155279503	0.02173913	0.117241379	0.055555556	0.76	0.88	0.97	1	0.16	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
471	471	4080	C29	4079	678.5999756	1099.1999512	991.9000243999999	1044	953.2999877999998	1079.61	0.0699	-0.010276	0.005522	-0.004754	22.5	41.5	86	86	120	77	-0.193	-0.2063	-0.1905	0.0691	0.2086	0.3402	0.443	0.2821	0.0667	-0.0642	-0.2127	-0.178	0.0	0.3684	0.2551	-0.206751055	-0.22433460100000002	-0.222707424	-0.026315789	0.067357513	0.336898396	0.23636363600000002	0.016216216000000002	-0.064935065	-0.24444444399999998	-0.169590643	-0.148387097	0.041916168	0.109589041	0.054347825999999995	0.79	0.89	0.92	1	0.143	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0
472	472	4081	C29	4080	693.2000122000001	1068.5	983.7000122000002	976	930.4000243999999	1079.58	0.0644	0.000463	-0.000379	8.4e-05	23.8999996	46.2000008	82	78	103	71	-0.1986	-0.2063	-0.1925	0.0741	0.2065	0.3161	0.4581	0.2632	0.0435	-0.0631	-0.2127	-0.1845	0.0	0.3545	0.2079	-0.215189873	-0.22178988300000002	-0.21739130399999998	-0.039647577	0.07853403099999999	0.423913043	0.19277108399999998	-0.021276596000000002	-0.064935065	-0.22846441899999997	-0.169590643	-0.148387097	0.048192770999999995	0.10204081599999999	0.09826589599999999	0.8	0.87	0.92	1	0.11	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
473	473	4082	C29	4081	714.5999756	947.2999877999998	973.0999756000001	1011	911.5	1079.55	0.0898	-0.000763	-0.002304	-0.003067	23.6000004	49.5999985	90	78	102	71	-0.2057	-0.1967	-0.1886	-0.1012	0.1957	0.1317	0.3293	0.241	-0.0583	-0.1224	-0.2072	-0.2017	-0.0769	0.1675	0.1456	-0.2	-0.22178988300000002	-0.21030042899999998	-0.088607595	-0.066666667	0.23404255300000001	-0.092783505	-0.12149532699999999	-0.19047619	-0.23134328399999998	-0.154761905	-0.115789474	0.029239766	-0.095541401	0.108571429	0.83	0.77	0.91	1	0.139	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
474	474	4083	C29	4082	689.2999877999999	864.2000122000002	1050.0999756	968	892.7999877999998	1079.5	0.1436	0.002807	-0.003895	-0.001089	22.7999992	49.5999985	98	82	114	79	-0.2074	-0.2177	-0.2	-0.1679	0.0348	-0.0619	0.0794	0.2157	-0.1556	-0.1647	-0.2018	-0.2177	-0.0769	0.2718	0.0043	-0.205240175	-0.22178988300000002	-0.205240175	-0.159183673	-0.138755981	0.028301887	-0.127659574	-0.159817352	-0.139784946	-0.24163568800000002	-0.162790698	-0.054187192	-0.033333333	-0.165644172	0.083798883	0.8	0.7	0.98	1	0.161	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
475	475	1363	C28	1362	472.0	854.0	418.39999389999997	465	552.4000244	1080.48	0.3589	0.020781	-0.015728	0.005053	3.4000001	5.8000002	119	139	220	138	-0.2	-0.1985	-0.1852	-0.0502	-0.0338	0.0374	0.0164	0.0902	0.0	-0.0291	-0.2103	-0.2347	-0.214	0.2825	0.2232	-0.160784314	-0.133333333	-0.218045113	-0.100840336	-0.102803738	0.134328358	0.015228426000000002	-0.087719298	-0.203125	-0.246575342	-0.22077922100000003	-0.192	-0.113122172	-0.09826589599999999	-0.09	0.5	0.67	0.51	1	0.083	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
476	476	1364	C28	1363	504.70001219999995	916.2000122000002	483.70001219999995	482	596.5999756	1080.4	0.3689	-0.016757	0.013218	-0.00354	4.8000002	6.6999998	123	139	229	138	-0.1986	-0.2015	-0.0429	-0.0159	-0.0467	0.0566	0.0341	-0.1793	0.0095	-0.0329	-0.2149	-0.2263	-0.1957	0.3905	0.243	-0.135802469	-0.120300752	-0.218045113	-0.08936170199999999	-0.079812207	0.225806452	0.047120419000000004	-0.109170306	-0.206349206	-0.23636363600000002	-0.20187793399999998	-0.214876033	-0.144144144	-0.02994012	-0.085714286	0.53	0.72	0.59	1	0.095	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
477	477	1365	C28	1364	580.2000122000001	1207.0	692.2999877999999	725	801.0	1080.35	0.2471	-0.031006	0.018248	-0.012759	5.5	11.5	119	137	225	132	-0.2082	-0.203	-0.0769	-0.0039	-0.0512	0.0986	0.0867	-0.1529	0.0964	-0.0095	-0.2209	-0.2457	-0.1815	0.0431	0.3493	-0.176470588	-0.136531365	-0.218045113	-0.135338346	-0.102803738	0.013824885	0.14285714300000002	-0.081818182	-0.19665272	-0.24738676	-0.144230769	-0.198237885	-0.167420814	0.01863354	-0.06862745099999999	0.61	0.95	0.84	1	0.142	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
478	478	1366	C28	1365	608.9000244	1068.3000488	634.7999877999999	801	778.4000244	1080.39	0.2076	-0.020763	0.004777	-0.015986	4.6999998	11.1000004	113	133	220	132	-0.2145	-0.1969	-0.1299	0.0196	-0.037	0.0893	0.0989	-0.093	0.1354	0.0673	-0.2302	-0.2318	-0.1818	0.12	0.372	-0.18875502	-0.12267658	-0.208955224	-0.14285714300000002	-0.127272727	0.066037736	0.149171271	-0.073394495	-0.21739130399999998	-0.24398625399999999	-0.185185185	-0.19266055	-0.192825112	0.0061349690000000005	-0.02020202	0.64	0.84	0.77	1	0.099	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
479	479	1367	C28	1366	590.5999756	1028.0	474.79998780000005	717	702.5	1080.47	0.2321	-0.009406	0.014907	0.005502	3.3	8.6000004	121	140	229	141	-0.2278	-0.2115	-0.1676	-0.0903	0.0096	0.0393	0.2	0.1915	0.1111	0.0097	-0.2639	-0.2318	-0.2055	0.2973	0.3991	-0.1796875	-0.137681159	-0.18699187	-0.167286245	-0.14035087699999999	0.056074766	0.0050251259999999996	-0.060465116	-0.201550388	-0.23972602699999998	-0.20535714300000002	-0.21400778199999998	-0.14418604699999998	-0.041916168	-0.019230768999999998	0.62	0.81	0.58	1	0.112	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
